PlateName	Plate	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P1	1	N24	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P1	1	O01	sample	no treatment										no treatment	NA
P1	1	O02	sample	no treatment										no treatment	NA
P1	1	O03	sample	78945	78945	179,15207	5-Fluoroindole-2-carboxylic acid		Glutamate		Antagonist	NMDA-Glycine	Competitive inhibitor of potentiation by glycine at the NMDA glutamate receptor	78945	NMDA
P1	1	O04	sample	79025	79025	202,6857	ABT-418 hydrochloride	3-Methyl-5-[(2S)-1-methyl-2-pyrrolidinyl]isoxazole hydrochloride	Cholinergic		Agonist	nicotinic	Neuronal nicotinic acetylcholine receptor agonist with cognition enhancing and anxiolytic activities	79025	acetylcholine receptor
P1	1	O05	sample	78946	78946	137,56686	1-Aminocyclopropanecarboxylic acid hydrochloride	ACPC	Glutamate		Agonist	NMDA-Glycine	NMDA glutamate receptor agonist acting at the glycine site	78946	NMDA
P1	1	O06	sample	79026	79026	285,81703	Alprenolol hydrochloride		Adrenoceptor		Antagonist	beta	beta Adrenoceptor antagonist	79026	adrenoceptor
P1	1	O07	sample	78947	78947	608,69475	Reserpine	Methyl reserpate; 3,4,5-Trimethoxybenzoic acid ester	Serotonin		Inhibitor	Uptake	Inhibits vesicular catecholine and serotonin uptake.	78947	Serotonin
P1	1	O08	sample	79027	79027	272,69303	N-(4-Amino-2-chlorophenyl)phthalimide		Anticonvulsant				Potent anticonvulsant	79027	NA
P1	1	O09	sample	78948	78948	361,52915	N-arachidonylglycine	NAGly	Cannabinoid	Enzyme	Inhibitor	FAAH	Arachidonyl amino acid which inhibits pain; inhibits the hydrolytic activity of fatty acid amide hydrolase (FAAH) on anandamide	78948	FAAH
P1	1	O10	sample	79028	79028	429,92885	Amsacrine hydrochloride	m-AMSA hydrochloride	DNA Repair	Enzyme	Inhibitor	TopoII	DNA topoisomerase II inhibitor	79028	Topo II
P1	1	O11	sample	78949	78949	397,99289	(+)-Butaclamol hydrochloride		Dopamine		Antagonist		Dopamine receptor antagonist	78949	dopamine receptor
P1	1	O12	sample	79029	79029	641,20453	2-Methylthioadenosine triphosphate tetrasodium	2-Methylthio ATP tetrasodium	P2 Receptor		Agonist	P2Y	P2Y receptor agonist	79029	P2 receptor
P1	1	O13	sample	78950	78950	303,79151	Apomorphine hydrochloride hemihydrate	10,11-Dihydroxyaporphine hydrochloride hemihydrate	Dopamine		Agonist		Non-selective dopamine receptor agonist	78950	dopamine receptor
P1	1	O14	sample	79030	79030	266,34304	S(-)-Atenolol		Adrenoceptor		Antagonist	beta1	beta1 adrenoceptor antagonist	79030	adrenoceptor
P1	1	O15	sample	78951	78951	174,20408	L-Arginine		Nitric Oxide		Precursor		Nitric oxide precursor	78951	NO
P1	1	O16	sample	79031	79031	305,28656	AS-252424	5-[[5-(4-Fluoro-2-hydroxyphenyl)-2-furanyl]methylene]-2,4-thiazolidinedione	Phosphorylation	Enzyme	Inhibitor	PI3Kgamma	A potent and selective phosphoinositide 3-kinase PI3Kgamma inhibitor.	79031	PI3K
P1	1	O17	sample	78952	78952	281,01322	2-(2-Aminoethyl)isothiourea dihydrobromide	AET; S-(2-Aminoethyl)isothiouronium dihydrobromide	Nitric Oxide	Enzyme	Inhibitor	NOS	Inhibits constitutive and inducible nitric oxide synthase (NOS)	78952	NOS
P1	1	O18	sample	79032	79032	214,18492	Alloxazine	Isoalloxazine	Adenosine		Antagonist	A2b	Selective A2b adenosine receptor antagonist	79032	adenosine receptor
P1	1	O19	sample	78953	78953	265,71729	2-Hydroxysaclofen	(+-)-3-Amino-2-(4-chlorophenyl)-2-hydroxy-propylsulfonic acid	GABA		Antagonist	GABA-B	GABA-B receptor antagonist	78953	GABA-B
P1	1	O20	sample	79033	79033	408,92643	Beclomethasone	9alpha-Chloro-16beta-methyl-1,4-pregnadiene-11beta,17alpha,21-triol-3,20-dione	Hormone			Glucocorticoid	Anti-inflammatory glucocorticoid	79033	Glucocorticoid
P1	1	O21	sample	78954	78954	139,09185	3-Aminopropylphosphonic acid		GABA		Agonist	GABA-B	GABA-B receptor agonist	78954	GABA-B
P1	1	O22	sample	79034	79034	121,13994	Benzamide	Benzoylamide	Apoptosis	Enzyme	Inhibitor	PARS	Inhibitor of Poly(ADP-ribose) synthetase which is activated by nitric oxide; neuroprotective agent	79034	PARS
P1	1	O23	sample	no treatment										no treatment	NA
P1	1	O24	sample	no treatment										no treatment	NA
P1	1	P01	sample	no treatment										no treatment	NA
P1	1	P02	sample	no treatment										no treatment	NA
P1	1	P03	sample	79105	79105	222,30826	DL-Buthionine-[S,R]-sulfoximine		Multi-Drug Resistance	Enzyme	Inhibitor		Glutathione synthesis inhibitor	79105	Glutathione synthesis inhibitor
P1	1	P04	sample	79185	79185	250,12661	DL-p-Chlorophenylalanine methyl ester hydrochloride		Neurotransmission	Enzyme	Inhibitor	Tryptophan hydroxylase	Tryptophan hydroxylase inhibitor	79185	Tryptophan hydroxylase
P1	1	P05	sample	79106	79106	435,32131	(+)-Brompheniramine maleate	Dexbrompheniramine maleate	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79106	Histamine receptor
P1	1	P06	sample	79186	79186	339,87144	CNS-1102	N-(3-Ethylphenyl)-N-methyl-Nê-1-naphthalenylguanidine monohydrochloride; Cerestat; Aptiganel hydrochloride	Glutamate		Antagonist	NMDA	Noncompetitive NMDA glutamate receptor antagonist.	79186	NMDA
P1	1	P07	sample	79107	79107	293,70912	Benserazide hydrochloride	DL-Serine, 2-[(2,3,4-trihydroxyphenyl)methyl]hydrazide hydrochloride	Biochemistry	Enzyme	Inhibitor	Decarboxylase	Peripheral decarboxylase inhibitor	79107	Decarboxylase
P1	1	P08	sample	79187	79187	525,60143	Carbetapentane citrate	1-Phenyl-cyclopentanecarboxylic acid 2-[2-(Diethylamino)ethoxy]ethyl ester citrate	Opioid		Ligand	sigma1	Opioid receptor ligand with high affinity toward sigma1 sites; antitussive	79187	sigma1
P1	1	P09	sample	79108	79108	244,27099	BRL 50481	5-Nitro-2,N,N-trimethylbenzenesulfonamide	Phosphodiesterase	Enzyme	Inhibitor	PDE7	Phosphodiesterase 7 (PDE7) inhibitor	79108	PDE
P1	1	P10	sample	79188	79188	368,52646	Cinnarizine	1-trans-Cinnamyl-4-diphenylmethylpiperazine	Ca2+ Channel		Blocker		Ca2+ channel blocker; central and peripheral vasodilator	79188	Ca2+-channel
P1	1	P11	sample	79109	79109	340,29611	Phenoxybenzamine hydrochloride		Adrenoceptor		Blocker	alpha	Selective alpha adrenoceptor blocking agent; calmodulin antagonist	79109	adrenoceptor
P1	1	P12	sample	79189	79189	344,84719	Clotrimazole	1-(o-Chlorotrityl)imidazole	K+ Channel		Inhibitor	Ca2+-activated K+ channel	Specific inhibitor of Ca2+-activated K+ channels	79189	Ca2+ activated K+ channel
P1	1	P13	sample	79110	79110	329,36145	DAPH	4,5-Dianilinophthalimide; CGP 52411	Phosphorylation	Enzyme	Inhibitor	EGFR	Protein tyrosine kinase inhibitor, specific for EGFR; Also inhibits amyloid beta fibril formation.	79110	EGFR
P1	1	P14	sample	79190	79190	279,68203	Cytosine-1-beta-D-arabinofuranoside hydrochloride	Arabinocytidine hydrochloride; Arabinosylcytosine hydrochloride; Ara-C hydrochloride	DNA Metabolism		Inhibitor		Selective inhibitor of DNA synthesis	79190	DNA Metabolism
P1	1	P15	sample	79111	79111	201,22697	Supercinnamaldehyde	1,3-Dihydro-1-methyl-3-(2-oxopropylidene)-2H-indole-2-one	Ion Channels		Activator	TRPA1	Transient receptor potential ankyrin 1 (TRPA1) receptor activator; covalently modifies cysteines to acitvate channel.	79111	TRPA1
P1	1	P16	sample	79191	79191	523,63474	Calcimycin	A23187; Calcium ionophore A23187	Intracellular Calcium			Ca2+	Ca2+ ionophore used to potentiate responses to NMDA, but not quisqualate glutamate receptors	79191	Ca2+
P1	1	P17	sample	79112	79112	261,0896	Cyclophosphamide monohydrate	2-[Bis(2-chloroethyl)amino]tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide	DNA		Intercalator		Cancer chemotherapeutic; cross-links DNA	79112	Intercalator
P1	1	P18	sample	79192	79192	214,22008	Cantharidic Acid		Phosphorylation	Enzyme	Inhibitor	PP1 / PP2A	Protein phosphatase 1 (PP1) and 2A (PP2A) inhibitor	79192	PP2A
P1	1	P19	sample	79113	79113	343,81321	1-(4-Chlorobenzyl)-5-methoxy-2-methylindole-3-acetic acid		Multi-Drug Resistance		Inhibitor	MRP1	NSAID; putative inhibitor of multidrug resistance-associated protein 1 (MRP1)	79113	MRP1
P1	1	P20	sample	79193	79193	260,33608	Carisoprodol		Neurotransmission			Skeletal muscle	Skeletal muscle relaxant	79193	Skeletal muscle
P1	1	P21	sample	79114	79114	360,45431	Cortisone	Kendall's Compound E; 4-Pregnene-17alpha,21-diol-3,11,20-trione; Reichstein's Substance Fa	Hormone			Corticosteroid	Anti-inflammatory; corticosterone analog	79114	Corticosteroid
P1	1	P22	sample	79194	79194	274,25393	L-Canavanine sulfate	L-alpha-Amino-gamma-(guanidinooxy)butyric acid sulfate	Nitric Oxide	Enzyme	Inhibitor	iNOS	Selective inhibitor of inducible nitric oxide synthase (iNOS)	79194	iNOS
P1	1	P23	sample	no treatment										no treatment	NA
P1	1	P24	sample	no treatment										no treatment	NA
P2	2	A01	sample	no treatment										no treatment	NA
P2	2	A02	sample	no treatment										no treatment	NA
P2	2	A03	sample	79195	79195	389,88232	Cyclothiazide	6-Chloro-3,4-dihydro-3-(2-norbornen-5-yl)-2H-1,2-4-benzothiadiazine-7-sulfonamide 1,1-dioxide	Glutamate		Agonist	AMPA	Blocks the rapid desensitization of AMPA glutamate receptors	79195	AMPA
P2	2	A04	sample	79275	79275	360,35061	PD 169316	4-(4-Fluorophenyl)-2-(4-nitrophenyl)-5-(4-pyridyl)-1H-imidazole	Phosphorylation	Enzyme	Inhibitor	p38 MAP kinase	Potent, cell permeable and selective p38 MAP kinase inhibitor; nM potency	79275	p38/MPKKK
P2	2	A05	sample	79196	79196	252,20889	(+-)-CPP	(+-)-3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid	Glutamate		Antagonist	NMDA	Potent and selective NMDA glutamate receptor antagonist; anticonvulsant	79196	NMDA
P2	2	A06	sample	79276	79276	339,48478	Disopyramide	alpha-Diisopropylaminoethyl-alpha-phenylpyridine-2-acetamide	Na+ Channel		Blocker		Sodium channel blocker; class IA antiarrhythmic	79276	Na+-channel
P2	2	A07	sample	79197	79197	535,99185	CGS-21680 hydrochloride	2-p-(2-Carboxyethyl)phenethylamino-5'-N-ethylcarboxamidoadenosine hydrochloride	Adenosine		Agonist	A2a	A2a adenosine receptor agonist.	79197	adenosine receptor
P2	2	A08	sample	79277	79277	168,15341	Dephostatin	2-(N-methyl-N-nitroso)hydroquinone	Phosphorylation	Enzyme	Inhibitor	CD45 Tyrosine Kinase	CD45 protein tyrosine kinase inhibitor	79277	CD45 Tyrosine Kinase
P2	2	A09	sample	79198	79198	285,69461	CGS-15943	9-Chloro-2-(2-furyl)[1,2,4]triazolo[1,5-c]quinazolin-5-amine	Adenosine		Antagonist	A1	Highly potent, non-selective A1 adenosine receptor antagonist	79198	adenosine receptor
P2	2	A10	sample	79278	79278	230,67419	Diazoxide		K+ Channel		Activator	ATP-sensitive	Activator of ATP-dependent K+ channels in both vascular smooth muscle and pancreatic beta-cells; antihypertensive	79278	K+ channel
P2	2	A11	sample	79199	79199	544,73936	Chloro-IB-MECA	2-Chloro-N6-(3-iodobenzyl)-adenosine-5'-N-methyluronamide	Adenosine		Agonist	A3	A3 adenosine receptor agonist	79199	adenosine receptor
P2	2	A12	sample	79279	79279	480,90615	Doxycycline hydrochloride		Antibiotic			Protein synthesis	 6-deoxytetracycline antibiotic; interferes with protein synthesis	79279	Protein synthesis
P2	2	A13	sample	79200	79200	448,54796	Debrisoquin sulfate	3,4-Dihydro-2(1H)-isoquinolinecarboximidamide sulfate; Ro 5-33071	Neurotransmission		Antihypertensive		Antihypertensive; metabolized to tetrahydroisoquinoline (TIQ) which may play a role in the induction of Parkinson's Disease	79200	NA
P2	2	A14	sample	79280	79280	374,28075	R(-)-N-Allylnorapomorphine hydrobromide		Dopamine		Agonist		Dopamine receptor agonist	79280	dopamine receptor
P2	2	A15	sample	79201	79201	450,98849	Diltiazem hydrochloride		Ca2+ Channel		Antagonist	L-type	Ca2+ channel antagonist selective for slow, or L-type, channels; stimulates 1,4-dihydropyridine binding to Ca2+ channels; coronary vasodilator	79201	Ca2+-channel
P2	2	A16	sample	79281	79281	451,35127	4-DAMP methiodide	4-Diphenylacetoxy-N-methylpiperidine methiodide	Cholinergic		Antagonist	M3	M3 muscarinic acetylcholine receptor antagonist.	79281	muscarinic acetylcholine receptor
P2	2	A17	sample	79202	79202	183,16523	(S)-3,5-Dihydroxyphenylglycine	S-DHPG	Glutamate		Agonist	mGluR1	Group I metabotropic glutamate receptor (mGluR1) agonist	79202	glutamate receptor
P2	2	A18	sample	79282	79282	403,48238	N,N-Dipropyl-5-carboxamidotryptamine maleate		Serotonin		Agonist	5-HT1A	Selective 5-HT1A serotonin receptor agonist	79282	serotonin receptor
P2	2	A19	sample	79203	79203	274,25692	Phenytoin sodium	5,5-Diphenylhydantoin sodium	Anticonvulsant				Anticonvulsant; anti-epileptic	79203	NA
P2	2	A20	sample	79283	79283	362,35409	Anisotropine methyl bromide	8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide	Muscarinic		Antagonist		is a muscarinic antagonist and antispasmodic	79283	NA
P2	2	A21	sample	79204	79204	178,14577	Daphnetin	7,8-Dihydroxycoumarin	Phosphorylation	Enzyme	Inhibitor	PK	Protein kinase (PK) inhibitor	79204	PK
P2	2	A22	sample	79284	79284	248,30564	Enoximone	1,3-Dihydro-4-methyl-5-[4-methylthiobenzoyl]-2H-imidazol-2-one	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	Selective phosphodiesterase III (PDE III) inhibitor	79284	PDE
P2	2	A23	sample	no treatment										no treatment	NA
P2	2	A24	sample	no treatment										no treatment	NA
P2	2	B01	sample	no treatment										no treatment	NA
P2	2	B02	sample	no treatment										no treatment	NA
P2	2	B03	sample	79355	79355	359,7282	SB 415286	3-[(3-Chloro-4-hydroxyphenyl)amino]-4-(2-nitrophenyl)-1H-pyrrol-2,5-dione	Phosphorylation	Enzyme	Inhibitor	GSK-3	Competitive glycogen synthase kinase-3 (GSK-3) inhibitor.	79355	GSK-3
P2	2	B04	sample	79435	79435	163,6051	Isoguvacine hydrochloride	1,2,3,6-Tetrahydro-4-pyridinecarboxylic acid hydrochloride	GABA		Agonist	GABA-A, GABA-C	GABA-A receptor agonist	79435	GABA-A, GABA-C
P2	2	B05	sample	79356	79356	311,34611	Staurosporine aglycone	K-252c	Phosphorylation	Enzyme	Inhibitor	PKC	K-252c is a PKC inhibitor active at submicromolar concentrations. 	79356	PKC
P2	2	B06	sample	79436	79436	426,49504	Paliperidone	3-[2-[4-(6-Fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]ethyl]-6,7,8,9-tetrahydro-9-hydroxy-2-methyl-4H-pyrido[1,2-a]pyrimidin-4-one	Neurotransmission		Antipsychotic		Atypical antipsychotic; active metabolite of risperidone.	79436	NA
P2	2	B07	sample	79357	79357	275,35352	(-)-Physostigmine	Eserine	Cholinergic	Enzyme	Inhibitor	Cholinesterase	Cholinesterase inhibitor	79357	Cholinesterase
P2	2	B08	sample	79437	79437	454,52488	MHPG piperazine	MOPEG piperazine	Adrenoceptor		Metabolite		Norepinephrine metabolite	79437	NA
P2	2	B09	sample	79358	79358	377,31437	S-(-)-Eticlopride hydrochloride	FLB 131	Dopamine		Antagonist	D2	Potent and selective D2 dopamine receptor antagonist	79358	dopamine receptor
P2	2	B10	sample	79438	79438	149,10409	DL-threo-beta-hydroxyaspartic acid	threo-2-Amino-3-hydroxysuccinic acid	Glutamate		Inhibitor	Transport	Glutamate transport inhibitor	79438	Glutamate
P2	2	B11	sample	79359	79359	350,46749	UCL 2077	(3-Triphenylmethylaminomethyl)pyridine	Ion Channels		Blocker	sAHP	Slow afterhyperpolarization (sAHP) channel blocker.	79359	sAHP
P2	2	B12	sample	79439	79439	330,47145	17alpha-hydroxyprogesterone	17alpha-Hydroxy-4-pregnene-3,20-dione	Hormone		Metabolite	Progesterone	Metabolite of progesterone	79439	Progesterone
P2	2	B13	sample	79360	79360	360,84097	Fenofibrate	2-[4-(4-Chlorobenzoyl)phenoxy]-2-methylpropanoic acid 1-methyl-ethyl ester	Transcription		Agonist	PPAR-alpha	PPAR-alpha receptor agonist; lipid regulating drug	79360	PPAR
P2	2	B14	sample	79440	79440	191,6185	L-Histidine hydrochloride	S(+)-alpha-Amino-1H-imidazole-4-propanoic acid hydrochloride	Histamine		Precursor		Histamine precursor	79440	NA
P2	2	B15	sample	79361	79361	410,51208	Forskolin		Cyclic Nucleotides	Enzyme	Activator	Adenylate cyclase	Activates adenylate cyclase; antihypertensive and vasodilator; isolated from Coleus forskohlii	79361	Adenylate cyclase
P2	2	B16	sample	79441	79441	289,37776	L-Hyoscyamine	[3(S)-endo]-alpha-(Hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester	Cholinergic		Antagonist		Competitive antagonist at post-ganglionic synapses and on smooth muscle	79441	NA
P2	2	B17	sample	79362	79362	501,67193	Fexofenadine hydrochloride	Terfenidine carboxylate, MDL 16455	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79362	Histamine receptor
P2	2	B18	sample	79442	79442	152,15401	4-Hydroxybenzhydrazide	4-Hydroxybenzoylhydrazine	Biochemistry	Enzyme	Inhibitor		Phenylalanine ammonia-lyase inhibitor; used to measure reducing sugar levels	79442	NA
P2	2	B19	sample	79363	79363	268,36175	N-(3,3-Diphenylpropyl)glycinamide	N20C	Glutamate		Blocker	NMDA	NMDA glutamate receptor open channel blocker.	79363	NMDA
P2	2	B20	sample	79443	79443	328,29572	R-(+)-7-Hydroxy-DPAT hydrobromide	R(+)-7-Hydroxy-dipropylaminotetralin hydrobromide	Dopamine		Agonist	D3	Selective D3 dopamine receptor agonist; active enantiomer of (+-)-7-hydroxy-DPAT	79443	dopamine receptor
P2	2	B21	sample	79364	79364	176,17639	L-Canavanine	L-alpha-Amino-gamma-(guanidinooxy)-n-butyric acid	Cell Stress	Enzyme	Inhibitor	iNOS	Naturally occurring L-amino acid. Selective inhibitor of inducible nitric oxide synthase (iNOS).	79364	iNOS
P2	2	B22	sample	79444	79444	184,96468	Iodoacetamide		Biochemistry	Enzyme	Inhibitor		Alkylating reagent for cysteine and histidine residues in proteins; irreversible protein inhibitor	79444	alkylating
P2	2	B23	sample	no treatment										no treatment	NA
P2	2	B24	sample	no treatment										no treatment	NA
P2	2	C01	sample	ctrl_DAPT										ctrl DAPT	WNT
P2	2	C02	sample	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P2	2	C03	sample	79205	79205	349,39281	N6-Cyclohexyladenosine	CHA	Adenosine		Agonist	A1	Selective A1 adenosine receptor agonist	79205	adenosine receptor
P2	2	C04	sample	79285	79285	437,48009	Disopyramide phosphate		K+ Channel		Modulator		K+ channel modulator; anti-arrhythmic; cardiac depressant	79285	K+-channel
P2	2	C05	sample	79206	79206	450,42112	CGS-12066A maleate	7-Trifluoromethyl-4(4-methyl-1-piperazinyl)-pyrrolo[1,2-a]quinoxaline maleate	Serotonin		Agonist	5-HT1B	5-HT1B Serotonin receptor agonist	79206	serotonin receptor
P2	2	C06	sample	79286	79286	254,24455	Daidzein	7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one	Cell Cycle	Enzyme	Inhibitor	Aldehyde dehydrogenase	Isoflavonoid cytostatic agent that arrests the cell cycle at G1; inhibitor of mitochondrial aldehyde dehydrogenase	79286	Alcohol Dehydrogenase
P2	2	C07	sample	79207	79207	320,26491	Y-27632 dihydrochloride	(R)-(+)-trans-4-(1-Aminoethyl)-N-(4-Pyridyl)cyclohexanecarboxamide dihydrochloride	Phosphorylation	Enzyme	Inhibitor	ROCK	Highly potent, cell-permeable, and selective Rho-associated coiled-coil forming protein serine/threonine kinase (ROCK) inhibitor. Also inhibits ROCK-II with equal potency. The inhibition is competitive with respect to ATP.	79207	ROCK
P2	2	C08	sample	79287	79287	270,28758	Imperatorin	9-[(3-Methyl-2-buten-1-yl)oxy]-7h-furo[3,2-g][1]benzopyran-7-one	Phosphorylation	Enzyme	Modulator	p38 / ERK	A modulator of p38, ERK pathway. Imperatorin increases BMP-2 expression (mRNA) and increases bone density/volume and mineralization in vivo.	79287	p38/MPKKK
P2	2	C09	sample	79208	79208	198,60457	2-Chloro-2-deoxy-D-glucose	2-Chloro-DG	Biochemistry		Analog	Glucose	Analog of 2-fluoro-2-deoxyglucose	79208	Glucose
P2	2	C10	sample	79288	79288	168,15056	3,4-Dihydroxyphenylacetic acid	DOPAC	Dopamine		Metabolite		Product of dopamine degradation by MAO and aldehyde dehydrogenase	79288	NA
P2	2	C11	sample	79209	79209	381,85983	WB-4101 hydrochloride	2-(2,6-Dimethoxyphenoxyethyl)aminomethyl-1,4-benzodioxane hydrochloride	Adrenoceptor		Antagonist	alpha1A	alpha1A Adrenoceptor antagonist	79209	adrenoceptor
P2	2	C12	sample	79289	79289	260,13258	6,7-ADTN hydrobromide	(+-)-2-Amino-6,7-dihydroxy-1,2,3,4-tetrahydro-naphthalene hydrobromide	Dopamine		Agonist		Dopamine receptor agonist	79289	dopamine receptor
P2	2	C13	sample	79210	79210	224,21814	2',3'-didehydro-3'-deoxythymidine	2',3'-Anhydrothymidine; d4T	Immune System	Enzyme	Inhibitor	Reverse Transcriptase	Nucleoside analog; inhibits HIV replication in vitro	79210	Reverse Transcriptase
P2	2	C14	sample	79290	79290	334,42454	Mephetyl tetrazole	1-[2-(4-Methoxyphenyl)ethyl]-5-(1-p-tolylcyclopropyl)-1H-tetrazole	K+ Channel		Blocker	Kv1.5	Potent and selective Kv1.5 potassium channel blocker.	79290	K+-channel
P2	2	C15	sample	79211	79211	352,31802	Dextromethorphan hydrobromide monohydrate	d-3-Methoxy-N-methylmorphinan hydrobromide	Glutamate		Antagonist	NMDA	Allosteric antagonist at NMDA-controlled ion channels	79211	NMDA
P2	2	C16	sample	79291	79291	250,30286	1,3-Dipropyl-7-methylxanthine		Adenosine		Antagonist	A2	Caffeine analog with some selectivity for A2 adenosine receptors	79291	adenosine receptor
P2	2	C17	sample	79212	79212	527,5861	Dequalinium chloride hydrate	1,1'-Decamethylenebis(4-aminoquinaldinium) dichloride	K+ Channel		Blocker		Selective blocker of apamin-sensitive K+ channels	79212	K+-channel
P2	2	C18	sample	79292	79292	197,12889	D(-)-2-Amino-5-phosphonopentanoic acid	D(-)-AP-5, D(-)-APV, D-2-Amino-5-phosphonovaleric acid	Glutamate		Antagonist	NMDA-glycine	Potent and selective antagonist for NMDA receptors	79292	NMDA
P2	2	C19	sample	79213	79213	315,84629	Doxepin hydrochloride		Adrenoceptor		Inhibitor	Uptake	Antidepressant; antipruritic	79213	Adrenoceptor
P2	2	C20	sample	79293	79293	126,11862	2,4-Diamino-6-pyrimidinone	DAHP; 2,4-Diamino-6-hydroxypyrimidine	Phosphorylation	Enzyme	Inhibitor	GTP cyclohydrolase I	Inhibitor of GTP cyclohydrolase I, the rate-limiting enzyme in tetrahydrobiopterin (BH4) biosynthesis; blocks the induction of nitric oxide synthesis	79293	GTP cyclohydrolase I
P2	2	C21	sample	79214	79214	246,31176	DM 235		Nootropic				Potent nootropic agent	79214	NA
P2	2	C22	sample	79294	79294	588,57059	Etoposide	Lastet	Apoptosis	Enzyme	Inhibitor	Topo II	Topoisomerase II inhibitor; induces apoptosis; cell cycle inhibitor	79294	Topo II
P2	2	C23	sample	neg_ctr_DMSO										neg ctr DMSO	NA
P2	2	C24	sample	ctrl_Wortmannin	80122									ctrl Wortmannin	PI3K
P2	2	D01	sample	ctrl_DAPT										ctrl DAPT	WNT
P2	2	D02	sample	ctrl_Paclitaxel	80075									ctrl Paclitaxel	Tubulin
P2	2	D03	sample	79365	79365	185,08658	S-Ethylisothiourea hydrobromide	2-Ethyl-2-thiopseudourea hydrobromide	Nitric Oxide	Enzyme	Inhibitor	NOS	Inhibitor of iNOS, eNOS, and nNOS	79365	NOS
P2	2	D04	sample	79445	79445	163,6051	Guvacine hydrochloride		GABA		Inhibitor	Uptake	GABA uptake inhibitor	79445	GABA
P2	2	D05	sample	79366	79366	125,12819	N-Ethylmaleimide	NEM	Biochemistry	Enzyme	Inhibitor	Isocitrate dehydrogenase	Sulfhydryl alkylating agent that inactivates NADP-dependent isocitrate dehydrogenase and many endonucleases	79366	Isocitrate dehydrogenase
P2	2	D06	sample	79446	79446	530,40948	GR-89696 fumarate	4-[(3,4-Dichlorophenyl)acetyl]-3-(1-pyrrolidinylmethyl)-1-piperazinecarboxylic acid methyl ester fumarate	Opioid		Agonist	kappa	kappa Opioid receptor agonist	79446	opioid receptor
P2	2	D07	sample	79367	79367	434,1989	NBI 27914	5-Chloro-4-(N-(cyclopropyl)methyl-N-propylamino)-2-methyl-6-(2,4,6-trichlorophenyl)-aminopyridine	Neurotransmission		Antagonist	CRF1	CRF1 corticotropin-releasing factor receptor antagonist.	79367	CRF1
P2	2	D08	sample	79447	79447	109,14759	Hypotaurine	2-Aminoethanesulfinic acid	Cell Stress		Inhibitor	Antioxidant	Antioxidant that binds hydroxyl radicals; GABA transport inhibitor	79447	Antioxidant
P2	2	D09	sample	79368	79368	371,52713	Tamoxifen	(Z)-1-(p-Dimethylaminoethoxyphenyl)-1,2-diphenyl-1-butene, trans-2-[4-(1,2-Diphenyl-1-butenyl)phenoxy]-N,N-dimethylethylamine	Antibiotics/Phosphorylation	Enzyme	Inhibitor	Protein Kinase C	Protein kinase C inhibitor. Induces apoptosis in human malignant glioma cell lines. Tamoxifen and its metabolite 4-hydroxytamoxifen are selective estrogen response modifiers (SERMs) that act as estrogen antagonists in mammary gland. Blocks estradiol-s...	79368	PKC
P2	2	D10	sample	79448	79448	306,79503	Ciproxifan hydrochloride	Cyclopropyl[4-[3-(1H-imidazol-4-yl)propoxyl]phenyl]-methanone hydrochloride	Histamine		Antagonist	H3	H3 histamine receptor antagonist	79448	Histamine receptor
P2	2	D11	sample	79369	79369	434,4161	Fluvoxamine maleate	(E)-5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone-O-(2-aminoethyl)oxime maleate	Serotonin		Inhibitor	Reuptake	Selective serotonin reuptake inhibitor	79369	serotonin
P2	2	D12	sample	79449	79449	386,45454	1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole	PPT	Hormone		Agonist	ER-alpha	Specific estrogen receptor alpha (ERalpha) agonist	79449	ER
P2	2	D13	sample	79370	79370	296,79982	Fenspiride hydrochloride	8-(2-Phenylethyl)-1-oxa-3,8-diazaspiro[4.5]decan-2-one hydrochloride	Adrenoceptor		Antagonist	alpha	alpha-Adrenoceptor antagonist; NSAID	79370	adrenoceptor
P2	2	D14	sample	79450	79450	328,29572	(+-)-8-Hydroxy-DPAT hydrobromide	(+-)-8-Hydroxy-dipropylaminotetralin hydrobromide	Serotonin		Agonist	5-HT1A	Selective 5-HT1A serotonin receptor agonist	79450	serotonin receptor
P2	2	D15	sample	79371	79371	337,44645	Famotidine	N'-(Aminosulfonyl)-3-([2-(diaminomethyleneamino)-4-thiazolyl]methylthio)propanamidine	Histamine		Antagonist	H2	H2 Histamine receptor antagonist	79371	Histamine receptor
